Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Variant Inventory Policy,Variant Inventory Tracker,Variant Fulfillment Service,Metafield: custom.doctors_take [multi_line_text_field]
menicon-progent-biweekly-contact-lens-cleaner-removes-protein-deposits-7-treatments-with-large-diameter-case-bundle,Menicon Progent Biweekly Contact Lens Cleaner - Removes Protein Deposits (7 Treatments) with Large Diameter Case Bundle,"Progent® cleans lenses and loosens and removes surface protein deposits after a short soak without manual rubbing.

To ensure comfort, eye health and to prolong the life of gas permeable lenses, it is recommended that patients remove proteins with Progent® bi-weekly.

Progent® is a highly effective deposit and protein remover and cleaner compatible with all RGP contact lenses. Simply soaking the lenses for 30 minutes will ensure the removal of deposits.

Progent® provides deep cleaning for gas permeable lenses without the mechanical rubbing or abrasives used in conventional cleaning or polishing. Please note that Menicon Progent should not be used on lenses treated with Tangible Hydra-PEG as it may damage the coating.

How supplied
Progent® is supplied in 7-treatment or 1-treatment packages.

The 7-treatment package contains
Seven 5 mL containers of Progent® A solution
Seven 5 mL containers of Progent® B solution
Seven 10 mL containers of Rinsing Solution
One Progent® Vial.
The 1-treatment package contains
One 5 mL container of Progent® A solution
One 5 mL container of Progent® B solution
One 10 mL container of Rinsing Solution
One Progent® Vial.
The outer carton and each solution container are marked with a lot number and expiration date.

The Progent® treatment is recommended every two weeks. The frequency may vary according to the condition of your lens. Follow your eye care professional's directions (to a maximum of every 5 days).",Menicon,Dry Eye Products,Contact Lens Care,TRUE,Title,Default Title,DER6699,44.5,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/menicon-progent-biweekly-contact-lens-cleaner-removes-protein-deposits-7-treatments-with-large-diameter-case-bundle.png,1,Menicon Progent Biweekly Contact Lens Cleaner - Removes Protein Deposits (7 Treatments) with Large Diameter Case Bundle,FALSE,Menicon Progent Biweekly Contact Lens Cleaner - Removes Protein Deposits (7 Treatments) with Large Diameter Case Bundle | Eye Care Center OC,Menicon Progent Biweekly Contact Lens Cleaner - Removes Protein Deposits (7 Treatments) with Large Diameter Case Bundle,active,continue,shopify,manual,
menicon-unique-ph-multi-purpose-solution-4-fl-oz-120ml-rgp-lens-case-1,Unique pH Multi-Purpose Solution 4 fl oz (120ml) + Case by Menicon,"




Unique pH® is a highly effective and well-respected multipurpose solution for gas permeable contact lenses.
Soaking your gas permeable contact lenses in Unique pH® removes dirt, protein deposits and debris. No separate daily cleaner is required.
This solution conditions lenses by adjusting to the eye's natural tear pH to enhance the wettability and comfort of gas permeable contact lenses on insertion. This formula is designed to provide a soothing effect during lens wear.
The solution disinfects lenses using antimicrobial agents, which destroy harmful microorganisms (germs), commonly found on the surfaces of lenses.
Unique pH® Multi Purpose Solution may also be used to dilute a daily protein remover for simultaneous enzymatic cleaning during conditioning.
Travel-friendly bottle size for carry-on convenience. Unique pH® is available in a convenient travel size designed to meet TSA guidelines for carrying liquids on board an aircraft. The Unique pH® Travel Pack contains a two fluid ounce (60 mL) bottle of Unique pH® and a lens case.










Product Details





A multi-purpose solution for gas permeable contact lenses
Cleans, conditions, and disinfects in one bottle
Provides customized lens wear, comfort-based on individual tear pH
Novel formula adjusts solution characteristics for lens care
Product is available in a 120ml or 60ml bottle and includes a FREE lens case
















How supplied
Unique pH ® is supplied in a sterile 4 fl. oz. (120 mL) or 2 fl.oz. (60 mL) size. Each unit carton includes a free lens case. Unique-pH multi-purpose solution is a proprietary sterile, aqueous solution buffered to approximate the pH and tonicity of the eye. It contains hydroxypropyl guar, a proprietary wetting/conditioning polymer system, polyethylene glycol, tetronic (tetronic is a registered trademark of basf) 1304, boric acid, propylene glycol, and is preserved with polyquad (polyquaternium-1) (0.0011%), and edetate disodium (0.01%)
The containers and cartons are marked with lot number and expiration date.
Please be sure to read the ingredients as listed on the box. If you are allergic to any ingredient in Unique pH ® solution, do not use this product.




",Menicon,Dry Eye Products,Contact Lens Care,TRUE,Title,Default Title,DER493,18.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/menicon-unique-ph-multi-purpose-solution-4-fl-oz-120ml-rgp-lens-case-1.png,1,Unique pH Multi-Purpose Solution 4 fl oz (120ml) + Case by Menicon,FALSE,Unique pH Multi-Purpose Solution 4 fl oz (120ml) + Case by Menicon | Eye Care Center OC,Unique pH Multi-Purpose Solution 4 fl oz (120ml) + Case by Menicon,active,continue,shopify,manual,
muro-128-eye-drops-temporary-relief-for-corneal-edema-2-solution-0-5-fl-oz,"Muro 128 Eye Drops, Temporary Relief for Corneal Edema, 2% Solution, 0.5 Fl Oz","Muro 128 Eye Drops, Temporary Relief for Corneal Edema, 2% Solution, 0.5 Fl Oz
What it is: Muro 128 Sterile Ophthalmic 2% Solution provides a sterile eye wash solution with effective temporary relief from corneal edema. Contains no mercurial compounds such as Thimerosal.

Instructions 
Drop 2 drops in affected eye(s) every 3 to 4 hours, or as directed by your doctor.Read enclosed insert for complete product information.
Ingredients: 
Active Ingredients:  Sodium Chloride (2%); Inactive Ingredients:  Boric Acid, Hydroxyethyl Cellulose (2910), Propylene Glycol, Sodium Borate, Water (Purified), Sodium Hydroxide, Hydrochloric Acid, Preservatives Added: Methylparaben (0.028%), Propylparaben (0.012%)",Bausch & Lomb,Dry Eye Products,Eye Drops,TRUE,Title,Default Title,DER4488,23.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/muro-128-eye-drops-temporary-relief-for-corneal-edema-2-solution-0-5-fl-oz.png,1,"Muro 128 Eye Drops, Temporary Relief for Corneal Edema, 2% Solution, 0.5 Fl Oz",FALSE,"Muro 128 Eye Drops, Temporary Relief for Corneal Edema, 2% Solution, 0.5 Fl Oz | Eye Care Center OC","Muro 128 Eye Drops, Temporary Relief for Corneal Edema, 2% Solution, 0.5 Fl Oz",active,continue,shopify,manual,
muro-128-sodium-chloride-ointment-temporary-relief-for-corneal-edema-5-solution-1-8-fl-oz-3-5-g,"Muro 128 Sodium Chloride Ointment, Temporary Relief for Corneal Edema, 5% Solution, 1/8 Fl Oz (3.5 g)","Muro 128 5% Solution

When your patients suffer from corneal edema, Muro 128 (sodium chloride hypertonicity ophthalmic solution, 5%) may offer effective relief.

Recommend Muro 128 solution for daytime use. Also available in a 2% formula - Muro 128 (sodium chloride hypertonicity ophthalmic solution, 2%) and an ointment - Muro 128 (sodium chloride hypertonicity ophthalmic ointment, 5%). These products do not contain mercurial compounds such as Thimerosal.

Key Features &amp; Benefits

* Temporary relief of corneal edema

Do not use

* except under the advice and supervision of a doctor
* if solution changes color or becomes cloudy

When using this product

* it may cause temporary burning and irritation
* to avoid contamination do not touch the tip of the container to any surface
* replace cap after use

Stop use and ask a doctor if

* condition worsens or persists for more than 72 hours
* you experience eye pain, changes in vision, continued redness or irritation of the eye",Bausch & Lomb,Dry Eye Products,,TRUE,Title,Default Title,DER401,28.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/muro-128-sodium-chloride-ointment-temporary-relief-for-corneal-edema-5-solution-1-8-fl-oz-3-5-g.png,1,"Muro 128 Sodium Chloride Ointment, Temporary Relief for Corneal Edema, 5% Solution, 1/8 Fl Oz (3.5 g)",FALSE,"Muro 128 Sodium Chloride Ointment, Temporary Relief for Corneal Edema, 5% Solution, 1/8 Fl Oz (3.5 g) | Eye Care Center OC","Muro 128 Sodium Chloride Ointment, Temporary Relief for Corneal Edema, 5% Solution, 1/8 Fl Oz (3.5 g)",active,continue,shopify,manual,
mybo-clean-daily-eyelid-cleaning-brush-pack-of-4,MyboClean Daily Eyelid Cleaning Brush (Pack of 4),"A clinically proven way to cleanse the eyelids and treat dry eye disease, Blepharitis, MGD and remove makeup.

Simply apply a pump of MYBOClean Hydrating Lids and Lash Cleansing Gel to the brush bristles and gently swipe left to right on the eyelid to properly cleanse. Re-apply the gel again and repeat on the other eye.

Patented to match the contour of your eye and optimal gripping.

Remove scurfs, bacterial buildup, and makeup with the MYBOClean Daily Eyelid Cleansing Brush.

One year supply of four (4) MYBOClean Daily Eyelid Cleansing Brushes packaged neatly for your convenience.

Wash the brush with warm soapy water after each use. Use each individual brush for 3 months, then discard.",MyboClean,Dry Eye Products,Eyelid Wipes,TRUE,Title,Default Title,DER2300,39.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/mybo-clean-daily-eyelid-cleaning-brush-pack-of-4.png,1,MyboClean Daily Eyelid Cleaning Brush (Pack of 4),FALSE,MyboClean Daily Eyelid Cleaning Brush (Pack of 4) | Eye Care Center OC,MyboClean Daily Eyelid Cleaning Brush (Pack of 4),active,continue,shopify,manual,
myboclean-combo-pack-year-supply-daily-eyelid-cleansing-brush-4-pc-lids-and-lash-gel-2-bottles,"MYBOClean Combo Pack, Year Supply Daily Eyelid Cleansing Brush (4 pc) & Lids and Lash Gel (2 bottles)","MYBOClean Daily Eyelid Cleansing Brush &amp; Hydrating Lids and Lash Cleansing Gel removes bacterial buildup, and makeup and improves overall eyelid margin health.   Comes with:  Four (4) MYBOClean Daily Eyelid Cleansing Brushes packaged neatly for the your convenience.  Two 2 oz bottle of MYBOClean Hydrating Lids and Lash Cleansing Gel (8-12 month use)  Wash brush with warm soapy water after each use. Discard used brush after 3 months.  Ingredients:  Aloe Barbadensis Leaf Juice*, Sodium cocoamphoacetate &amp; lauryl glucoside &amp; sodium cocoyl glutamate &amp; sodium lauryl glucose carboxylate, Glycerin Vegetable*, Xanthan Gum, Salt, Sea, Solarized, fine, white, Leptospermum scoparium (Manuka) mel, Caprylic/Capric Triglyceride*, Phenoxyethanol and Ethylhexylglycerin (*) Organic ingredients",MyboClean,Dry Eye Products,,TRUE,Title,Default Title,DER884,69.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/myboclean-combo-pack-year-supply-daily-eyelid-cleansing-brush-4-pc-lids-and-lash-gel-2-bottles.png,1,"MYBOClean Combo Pack, Year Supply Daily Eyelid Cleansing Brush (4 pc) & Lids and Lash Gel (2 bottles)",FALSE,"MYBOClean Combo Pack, Year Supply Daily Eyelid Cleansing Brush (4 pc) & Lids and Lash Gel (2 bottles) | Eye Care Center OC","MYBOClean Combo Pack, Year Supply Daily Eyelid Cleansing Brush (4 pc) & Lids and Lash Gel (2 bottles)",active,continue,shopify,manual,
myboclean-eyelid-cleansing-brush-for-sensitive-skin-4-pack,MyboClean Daily Eyelid Cleansing Brush for Sensitive Skin (Pack of 4),"MyboClean Eyelid Cleansing Brush for Sensitive Skin (4 Pack)
What it is: The Myboclean Eyelid Cleansing Brush for Sensitive Skin is made from softer silicone specifically designed for delicate and sensitive eyelids and skin. Its softer bristles allow for deep eyelid and eyelash cleaning while maintaining the highest level of comfort. 
One year supply of four (4) Myboclean Eyelid Cleansing Brushes packaged neatly for your convenience.
Benefits:
Remove scurfs, bacterial buildup, and makeup with the Myboclean Eyelid Cleansing Brush.
Instructions:
Wash brush with warm soapy water after each use. Use each individual brush for 3 months, then discard.",MyboClean,Dry Eye Products,,TRUE,Title,Default Title,DER2302,39.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/myboclean-eyelid-cleansing-brush-for-sensitive-skin-4-pack.png,1,MyboClean Daily Eyelid Cleansing Brush for Sensitive Skin (Pack of 4),FALSE,MyboClean Daily Eyelid Cleansing Brush for Sensitive Skin (Pack of 4) | Eye Care Center OC,MyboClean Daily Eyelid Cleansing Brush for Sensitive Skin (Pack of 4),active,continue,shopify,manual,
myboclean-hydrating-lids-and-lash-cleansing-gel-1-bottle,MyboClean Hydrating Lids and Lash Cleansing Gel (1 Bottle),"MYBOClean Hydrating Lids and Lash Cleansing Gel is a lathering gel that improves the appearance of redness, eyelid inflammation, tearing, dryness, itching, and crusty eyes. Combined with Aloe Vera's moisturizing properties, your eyes will look and feel rejuvenated and fresh every time. Use daily for best results.  Ingredients: Aloe Barbadensis Leaf Juice*, Sodium cocoamphoacetate &amp; lauryl glucoside &amp; sodium cocoyl glutamate &amp; sodium lauryl glucose carboxylate, Glycerin Vegetable*, Xanthan Gum, Salt, Sea, Solarized, fine, white, Leptospermum scoparium (Manuka) mel, Caprylic/Capric Triglyceride*, Phenoxyethanol and Ethylhexylglycerin (*) Organic ingredients




ComfortableOur patent pending contoured design gently massages the meibomian glands while exfoliating the eyelid margins -effectively removing bacteria, eyelid debris





Quick and SafeMade from medical grade Silicone, our brush device is easy and safe to use and hold for adults of all ages.Daily hygiene routine is as easy as 10-20 seconds of gentle brushing per eye!





CleansingOne pump of gel per eye means exceptional cleansing power using the organic ingredients of Manuka Honey, Coconut Oil, Aloe Vera, and Sea Salt.Your eyes will feel refreshed and light after application.
",MyboClean,Dry Eye Products,,TRUE,Title,Default Title,DER2301,19.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/myboclean-hydrating-lids-and-lash-cleansing-gel-1-bottle.png,1,MyboClean Hydrating Lids and Lash Cleansing Gel (1 Bottle),FALSE,MyboClean Hydrating Lids and Lash Cleansing Gel (1 Bottle) | Eye Care Center OC,MyboClean Hydrating Lids and Lash Cleansing Gel (1 Bottle),active,continue,shopify,manual,
myboclean-hydrating-lids-and-lash-cleansing-gel-2-pc-1-year-supply,MyboClean Hydrating Lids and Lash Cleansing Gel (2 pc) - 1 Year Supply,"1 YEAR SUPPLY
Save $3 compared to individual items.
 
MYBOClean Hydrating Lids and Lash Cleansing Gel is a lathering gel that improves the appearance of redness, eyelid inflammation, tearing, dryness, itching, and crusty eyes. Combined with Aloe Vera's moisturizing properties, eyes will look and feel rejuvenated and fresh every time.
Apply one pump of gel onto the MYBOClean Daily Eyelid Cleansing Brush per eye.Use daily for best results. One bottle is expected to last 4-6 months with daily use.
 
Comes with:
Two (2) MYBOClean Hydrating Lids and Lash Cleansing Gel Bottles 2 fl. Oz.",MyboClean,Dry Eye Products,,TRUE,Title,Default Title,DER7565,39.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/myboclean-hydrating-lids-and-lash-cleansing-gel-2-pc-1-year-supply.png,1,MyboClean Hydrating Lids and Lash Cleansing Gel (2 pc) - 1 Year Supply,FALSE,MyboClean Hydrating Lids and Lash Cleansing Gel (2 pc) - 1 Year Supply | Eye Care Center OC,MyboClean Hydrating Lids and Lash Cleansing Gel (2 pc) - 1 Year Supply,active,continue,shopify,manual,
nanodropper-eye-drop-extender-adaptor-reduces-drop-by-60-2x-more-drops-per-bottle-when-attached,"Nanodropper Eye Drop Extender Adaptor, Reduces Drop by 60%, Less Waste, Easier Application","Nanodropper Eye Drop Extender Adaptor, Reduces Drop by 60%, Less Waste, Easier Application
What it is:  TheNanodropper is the only FDA-listed, volume-reducing adaptor for eyedrop bottles. By simply twisting the Nanodropper onto a compatible bottle, you can reduce thedrop-size by over 60%, allowing your bottle to last about 3 times as long. Smaller drops have been shown to reduce waste, cost, and side effects.
Nanodropper does not fit all bottles, scrolls down for important compatibility information 
Use one Nanodropper per bottle. Do not transfer or reuse on subsequent bottles. Dispose of your bottle when recommended by your eyecare professional. Nanodroppermay not be used with some treatment plans, always consult your eyecare professional before using the Nanodropper.
Traditional Eye Drops
Nanodropper was made for multi-dose eyedrop bottles that have a screw-top cap like those in the picture below. While the volume of the bottle does not matter, the diameter of the threads that the cap goes onto is very important. Most bottle threads will have an “imperial” diameter of approximately 9/16in (0.5625in or ~15mm). These are the bottles that Nanodropper is compatible with. There are a few bottles that have a “metric” diameter of 14mm (~0.55in), 13mm (~0.5in), or smaller. These smaller sizes will be coming soon!
Does It Fit?
Do not assume your bottle is compatible just from this image, many bottles look the same but will be different sizes.
You can test if your bottle will fit our current-sized adaptor using the Compatibility Guide linked in the button below. You will find a print-out guide that will allow you to measure your bottle as shown in the image. If you do not have a printer, there is an alternative option on the guide as well.

Please note that the same type of medication is sometimes packaged in different types of bottles. You may even be given a different type of bottle on a refill for the same prescription. It is important that you use the compatibility card to test every bottle that you intend to use the Nanodropper with. If you would like to know if your type of medication is produced in a compatible bottle, email us atsupport@nanodropper.com.
Nanodropper will NOT fit preservative-free drops",Nanodropper,Dry Eye Products,"Eye Drops, Preservative Free",TRUE,Title,Default Title,DER3009,19.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/nanodropper-eye-drop-extender-adaptor-reduces-drop-by-60-2x-more-drops-per-bottle-when-attached.png,1,"Nanodropper Eye Drop Extender Adaptor, Reduces Drop by 60%, Less Waste, Easier Application",FALSE,"Nanodropper Eye Drop Extender Adaptor, Reduces Drop by 60%, Less Waste, Easier Application | Eye Care Center OC","Nanodropper Eye Drop Extender Adaptor, Reduces Drop by 60%, Less Waste, Easier Application",active,continue,shopify,manual,
natural-ophthalmics-allergy-desensitization-eye-drops-10ml,Natural Ophthalmics Allergy Desensitization Eye Drops (10ml),"OVERVIEW:
Allergy Eye Drops stop allergy symptoms such as itching, burning, watering, edema, and general ocular sensitivity. The drops are a sterile, non-preserved, pH balanced, isotonic solution containing four homeopathic active ingredients. Note: For non-allergic watering (tearing) secondary to dry eye, dispense our Tear Stimulation Dry Eye Drops.

TREATMENT STRATEGY:
Allergy is a chronic condition expressed as the body's over-activity in triggering and carrying out the inflammation cascade, leading to the symptoms of itching, burning, watering, and redness. Note that suppressing symptoms with steroids, mast cell stabilizers, and antihistamines hinders the same processes that the body uses to fight bacteria and viruses. They also have the risk of adverse reactions/drug interactions and should be utilized after desensitization drops have been tried. Our drops contain micro dilutions of ingredients that are known to cause allergy if ingested in large (toxic) doses. The body reacts by desensitization-itching, burning, watering, and redness are quickly alleviated.

DIRECTIONS:
Use every 3 - 4 hours for the first 2 days (front loading) • Then back off to comfort level. • Increase frequency as needed. • With extreme allergy symptoms use hourly if needed. • Reapply at the first sign of returning symptoms.",Natural Ophthalmics,Dry Eye Products,Eye Drops,TRUE,Title,Default Title,DER5864,19.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/natural-ophthalmics-allergy-desensitization-eye-drops-10ml.png,1,Natural Ophthalmics Allergy Desensitization Eye Drops (10ml),FALSE,Natural Ophthalmics Allergy Desensitization Eye Drops (10ml) | Eye Care Center OC,Natural Ophthalmics Allergy Desensitization Eye Drops (10ml),active,continue,shopify,manual,
natural-ophthalmics-cataract-crystalline-lens-homeopathic-cineraria-eye-drops,Natural Ophthalmics Cataract Crystalline Lens Homeopathic Cineraria Eye Drops,"






OVERVIEW:
These homeopathic drops trigger the transfer of oxygen and nutrients from the blood to the aqueous to nourish and detoxify the living tissue of the crystalline lens.Cineraria maritimahas been used homeopathically for over 100 years to safely and effectively treat cataract. It is the treatment of choice in Europe, India and South America.
DESCRIPTION:
Sterile, non-preserved, pH balanced, isotonic ophthalmic solution containing seven homeopathic active ingredients, micro-diluted and homeopathically potentized between 5x and 11x.No Sting. Safe for pregnant women and children. OK for use with contact lenses in place. There are no known side effects or drug interactions.


TREATMENT STRATEGY:
Our treatment strategy is to stimulate and support the body’s tissues, organs and functions which keep the lens healthy. Homeopathic Cineraria is a safe lymphagogue that gently triggers the body’s mechanisms to maintain a clear crystalline lens by providing vital nutrition, detoxification and anti-oxidation. The “Total Ocular Function Spray” provides important nutrients and powerful antioxidants for the lens (see below). Surgery may be delayed or eliminated. These drops also contain Euphrasia (Eyebright) which is extremely effective for relieving dry, red, sore or tired eyes.
















DIRECTIONS:
Instill one drop in affected eye(s) three times per day for six to nine months (approximately three bottles) before re-evaluating the cataract. These drops should be administered at least five minutes before, or after, other prescribed drops.




INDICATIONS:
Cataract.


DRUG INTERACTIONS:
None known.




CONTRAINDICATIONS:
None known.


SIZE:
10 ML




ACTIVE INGREDIENTS*:
Cineraria maritima HPUS 6x:Cineraria acts as a safe lymphagogue, increasing circulation in the intraocular tissues, while stimulating collateral circulation and normal metabolism.Euphrasia (Eyebright) HPUS 6x:Is the most widely used natural ingredient for the eye and is often referred to as a “tonic for the eyes.” It is indicated for cataract with watery eyes, opacities of the cornea after injury, pain in the eye, dryness, redness and edema, itching and/or burning of the eyes and lids.Causticum HPUS 8x:Indicated for cataract with motor disturbances, eye pain with inclination to rub eyes, vision obscured as from gauze, sparks or dark spots before the eye.Silicea HPUS 11x:Indicated for spotted vision, cataract, opacities, keratitis.Calcarea phosphorica HPUS 11x:Indicated for blurry vision, eye pain from reading.Sepia HPUS 8x:Indicated for the symptoms of glare, black spots, veils, points, sparks, flashes and streaks of light. Cataract.Calcarea flourica HPUS 11x:Indicated for cataract, corneal opacities, keratitis, flickering and floaters.


ADJUNCT THERAPIES:

Total Ocular Function Oral Absorption Spray:The vitamins and minerals act as acatalystto help the homeopathics work better. This treatment contains the most important and highest-quality ingredients to: protect against UV oxidation damage, increase oxygen and nutrient conversion to the aqueous, improve blood flow and provide important ingredients for lens clarity.Important:For patients with digestive problems or deficiencies such as reduced beneficial bacteria from antibiotics or those having difficulty swallowing pills.Directions:Administer two sprays to the back and roof of the mouth three times per day; swish with tongue as long as possible and swallow.Homeopathic Oral Pellets:The same ingredients as the eye drops, but in oral form and one potency higher. Great for those having difficulty taking eye drops. Can be used in conjunction with the drops to increase effectiveness by applying dual administration routes with multiple potencies.Directions:Dissolve under tongue three pellets three times per day.








",Natural Ophthalmics,Dry Eye Products,"Eye Drops, Contact Lens Care, Sprays",TRUE,Title,Default Title,DER9443,19.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/natural-ophthalmics-cataract-crystalline-lens-homeopathic-cineraria-eye-drops.png,1,Natural Ophthalmics Cataract Crystalline Lens Homeopathic Cineraria Eye Drops,FALSE,Natural Ophthalmics Cataract Crystalline Lens Homeopathic Cineraria Eye Drops | Eye Care Center OC,Natural Ophthalmics Cataract Crystalline Lens Homeopathic Cineraria Eye Drops,active,continue,shopify,manual,
natural-ophthalmics-ortho-k-thick-night-time-eye-drops-10ml-bottle,"Natural Ophthalmics Ortho-K Thick , Night Time Eye Drops 10ml Bottle","The leading challenges for contact lens patient compliance are dry eye, allergy, foreign body sensation, and inflammation. These Preservative-Free drops are designed to work with patients who wear Ortho-K lenses, as well as patients without contacts.",Natural Ophthalmics,Dry Eye Products,"Eye Drops, Preservative Free, Contact Lens Care",TRUE,Title,Default Title,DER2102,19.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/natural-ophthalmics-ortho-k-thick-night-time-eye-drops-10ml-bottle.png,1,"Natural Ophthalmics Ortho-K Thick , Night Time Eye Drops 10ml Bottle",FALSE,"Natural Ophthalmics Ortho-K Thick , Night Time Eye Drops 10ml Bottle | Eye Care Center OC","Natural Ophthalmics Ortho-K Thick , Night Time Eye Drops 10ml Bottle",active,continue,shopify,manual,
natural-ophthalmics-ortho-k-thin-daytime-eye-drops-10ml,Natural Ophthalmics Ortho-K Thin (Daytime) Eye Drops (10ml),"The leading challenges for contact lens patient compliance are dry eye, allergy, foreign body sensation and inflammation.

These drops contain powerful ingredients to stimulate tear film production, counteract irritation, halt allergies and reduce foreign body sensation. Homeopathic Calendula is known to support corneal health and is indicated for corneal abrasions and erosions. The clarifying ""Thin Drop"" is preservative-free and used as often as needed to alleviate dry, red, itchy, irritated eyes and is also OK with all contacts. The ""Thick Drop"" reduces mechanical irritation. Homeopathic drops are safe for children and nursing/pregnant women.

DIRECTIONS:
Instill one or two drops in the affected eye(s) upon waking to facilitate lens removal. Use as often as needed throughout the day to alleviate dryness, redness, or discomfort.

How do they work?
Both the Thin and Thick drops work similarly. They are a combination of some aspects of the Tear Stimulation Drops and the Allergy Desensitization Drop. In addition, they contain Calendula, which is indicated for corneal health and vitality.

What to say?
Depending upon your approach, some patients fill the Ortho-K lens with a drop of Thin or Thick. Upon waking up, use a drop of Thin for easy removal. Then use the Thin drops throughout the day to alleviate any irritation, dryness, redness, and foreign body sensation.",Natural Ophthalmics,Dry Eye Products,"Eye Drops, Preservative Free, Contact Lens Care",TRUE,Title,Default Title,DER5124,19.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/natural-ophthalmics-ortho-k-thin-daytime-eye-drops-10ml.png,1,Natural Ophthalmics Ortho-K Thin (Daytime) Eye Drops (10ml),FALSE,Natural Ophthalmics Ortho-K Thin (Daytime) Eye Drops (10ml) | Eye Care Center OC,Natural Ophthalmics Ortho-K Thin (Daytime) Eye Drops (10ml),active,continue,shopify,manual,
natural-preservative-free-eye-drops-for-digital-eye-strain-by-sunnie-11ml-bottle-330-drops,"Natural Preservative Free Eye Drops for Digital Eye Strain by Sunnie, 11mL Bottle (330+ Drops)","


Sunnie Natural Digital Eye Strain Formula
· Senega Officinalis- helpful for cataracts, the sensation of foreign objects, tired eyes, and light sensitivity· Ruta Graveolens - for strained ligaments from computers or close-up work, painful, hot, red eyes, and headache· Conium Maculatum - temporary relief from blurred vision, tearing, aching, lights sensitivity, swelling, and red tinge· Hypromellose Propylene Glycol - plant-based cellulose forms artificial tears to moisten and protect the eye surface
Natural Plant-Based Formulas


Hyaluronic Acid
Nature’s moisture molecule. Binds and retains water on the surface of the eye for better moisture and reduced tear loss.




Hypromellose
Plant-based artificial tears. Relieves dryness and irritation while helping to lubricate, irrigate, and protect the eye’s surface.




Homeopathically Medicated
Nature’s moisture molecule. Binds and retains water on the surface of the eye for better moisture and reduced tear loss.


Your Daily Ritual
Protect your eyes from the stresses of modern life and stimulate your natural healing process


Apply
Tilt your head back and look at the blue dot




Rest
Relax and close your eyelids for 30 seconds




Open
Blink the drops away and face the day with a fresh outlook
Better for You, Better for Nature
Nature takes good care of us, so we do our best to return the favor.
· Plant-based ingredients· Eco-friendly cardboard tube · Recycled bubble packaging· 8 times less plastic used*· 25 times less drug waste*· 9 times less transportation energy use*
*Based on a month’s usage of a drop per eye, twice per day




",Sunnie Natural,Dry Eye Products,"Eye Drops, Preservative Free, Contact Lens Care",TRUE,Title,Default Title,DER8802,21.95,TRUE,TRUE,https://raw.githubusercontent.com/Mobo4/dryeyela-hydrogen/main/public/products_processed/natural-preservative-free-eye-drops-for-digital-eye-strain-by-sunnie-11ml-bottle-330-drops.png,1,"Natural Preservative Free Eye Drops for Digital Eye Strain by Sunnie, 11mL Bottle (330+ Drops)",FALSE,"Natural Preservative Free Eye Drops for Digital Eye Strain by Sunnie, 11mL Bottle (330+ Drops) | Eye Care Center OC","Natural Preservative Free Eye Drops for Digital Eye Strain by Sunnie, 11mL Bottle (330+ Drops)",active,continue,shopify,manual,
