Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Variant Inventory Qty,Metafield: custom.doctors_take [multi_line_text_field]
eyetamins-vitaleyes-eye-and-brain-health-supplement-2-pack-of-60-capsules-each,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/eyetamins-vitaleyes-2-pack-cir-b.png?v=1696548810,2,Eyetamins Vitaleyes Eye and Brain Health Supplement -  2-Pack of 60 Capsules Each - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
eyetamins-vitaleyes-eye-and-brain-health-supplement-2-pack-of-60-capsules-each,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/eyetamins-vitaleyes-2-pack-cir-c.png?v=1696548810,3,Eyetamins Vitaleyes Eye and Brain Health Supplement -  2-Pack of 60 Capsules Each - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
macular-support-formula-for-eye-health-180-count-areds-2-formula-age-related-macular-degeneration-amd,Macular Support Formula for Eye Health - 180 Count - AREDS 2 Formula -  Age Related Macular Degeneration (AMD),"<p> </p>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item"">BASED ON THE AREDS 2 STUDY (AGE RELATED EYE DISEASE STUDY) with reduced Zinc to help with Digestion. Our Macular Support eye vitamins include almost everything needed to support eye vision health. Trusted and recommended by eye doctors.</span></li>
<li><span class=""a-list-item"">OUR DAILY SUPPLEMENT CONTAINS VITAMINS C, D, and E, Zinc, Copper, Lutein and Zeaxanthin. Our formula is 100% safe. Designed to support your eyes from the risk of developing age-related macular degeneration (AMD), dry eye symptoms, strain, and pain.</span></li>
<li><span class=""a-list-item"">DOCTOR RECOMMENDED EYE VITAMIN based on AREDS 2 studies. Taking our high quality supplement can support vision health, sleep quality, reducing eye strain and fatigue. AREDS2 based formula includes 10mg Lutein and 2mg Zeaxanthin that builds macular pigment optical density (MPOD) and promotes healthy vision and eyes.</span></li>
<li><span class=""a-list-item"">TWO VEGGIE CAPSULES DAILY. These Veggie Capsules Contain No Gelatin, Animal By-products or Preservatives and are EASY TO PULL APART for Those Who Have Trouble Swallowing Pills. Available in a Convenient 3 Month Supply Bottle for Ease of Use.</span></li>
<li><span class=""a-list-item"">LUNOVUS VISUAL ADVANTAGE EYE SUPPLEMENTS: Try our eye health vitamins and supplements based on the AREDS or AREDS2 study. Proudly Manufactured, Packaged, and Lab Tested in the USA in Inspected, GMP Certified Facilities</span></li>
</ul>",Eyecare Center - Keratoconus,,Vitamins,"AREDS, Kopy, Lunovus, Macula, Visual Advantage, Vitamins, volume_discounts, Wholesale Inventory",false,Title,Default Title,,,,,,,,DER754,0.0,shopify,continue,manual,49.95,54.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/macular-support-visual-advantage-cir-a-2-142271.png?v=1696548809,1,Macular Support Formula for Eye Health - 180 Count - AREDS 2 Formula -  Age Related Macular Degeneration (AMD) - Dry Eye Treatment,false,Macular Support Formula for Eye Health - 180 Count - AREDS 2 Formula,Buy Macular Support Formula for Eye Health - 180 Count - AREDS 2 Formula -  Age Related Macular Degeneration (AMD) online. Doctor recommended dry eye relief.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/macular-support-visual-advantage-cir-a-2-142271.png?v=1696548809,kg,,,active,10,
macular-support-formula-for-eye-health-180-count-areds-2-formula-age-related-macular-degeneration-amd,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/macular-support-visual-advantage-cir-b-780833.png?v=1696548809,2,Macular Support Formula for Eye Health - 180 Count - AREDS 2 Formula -  Age Related Macular Degeneration (AMD) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
macular-support-formula-for-eye-health-180-count-areds-2-formula-age-related-macular-degeneration-amd,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/macular-support-visual-advantage-cir-c-670175.png?v=1696548809,3,Macular Support Formula for Eye Health - 180 Count - AREDS 2 Formula -  Age Related Macular Degeneration (AMD) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
eyeseals-4-0-hydrating-sleep-mask,Eyeseals 4.0 Hydrating Sleep Mask,"<p><span style=""color: #6f5091;""><b>Eyeseals Hydrating Sleep, Contains 1 Mask with Secure Wrap and One Gray Microfiber Bag </b></span></p>
<p><span style=""color: #6f5091;""><b>What it is:</b></span> <span style=""font-weight: 400;"">Eyeseals® 4.0 is a hydrating nighttime mask and proven to help relieve dry eyes during rest and sleep. </span><span style=""font-weight: 400;"">Soft and flexible, the unitary design gently rests over the orbital bones, comfortably sheltering dry eyes from drafts, low humidity environments and leaking air from CPAPs. The eyecups are deep enough that eyelashes won’t touch when blinking.  Fitted with an adjustable headband, eyeseals® 4.0 create a moisture rich environment for the eyes, eyelid and surrounding skin.  Awake with hydrated eyes and surrounding skin. Eyeseals 4.0 are hypoallergenic, latex-free and BPA-free. Recommended for nocturnal lagophthalmos, mild to severe dry eye, floppy eye syndrome, recurrent corneal erosions, air travel, and for use as CPAP eye protection (clear).  </span></p>
<p><span style=""color: #6f5091;""><strong>Made in the USA.</strong></span></p>
<p><span style=""color: #6f5091;""><b>Instructions:</b></span><br></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Before wearing your eyeseals® 4.0, gently clean face and eyelids to remove all dirt and makeup. Optionally, spray Soothing Eye Mist, or add a few drops of water inside the eyecups to increase moisture. Adjust the secure wrap so the mask fits comfortably.</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Wash eyeseals® 4.0 with warm water and a mild soap after each use. Rinse well and air dry. Store eyeseals® 4.0 flat and in microfiber bag.</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Replace wrap as needed.</span></li>
</ul>
<p><span style=""color: #6f5091;""><b>Precaution:</b></span><span style=""font-weight: 400;""> This product has been designed to be used solely to facilitate eye comfort during rest or sleep and is not to be used for any other purpose. It is not intended to be used as protective eyewear. For your safety, do not drive, operate machinery, or attempt to walk around while using this product. </span></p>",EYEECO,,Eye Masks,"custom dry eye kits, DryEye, Eye Masks, Kopy, Masks, nighttime, Retail Product, sleep aid, volume_discounts, Wholesale Inventory",false,Lens Option,Black,,,,,,,,1970-019,170.09713875,shopify,continue,manual,58.95,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/prod-eyeseals-cir-a-2-906027.png?v=1696548803,1,Eyeseals 4.0 Hydrating Sleep Mask - Dry Eye Treatment,false,Eyeseals 4.0 Hydrating Sleep Mask | Doctor Recommended,Buy Eyeseals 4.0 Hydrating Sleep Mask online. Doctor recommended dry eye relief.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/eyeseals-cir-a-2-796944.png?v=1696548803,oz,,,active,10,
eyeseals-4-0-hydrating-sleep-mask,,,,,,,,,Clear,,,,,,,,1970-020,170.09713875,shopify,continue,manual,58.95,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/eyeseals-cir-a-2-796944.png?v=1696548803,2,Eyeseals 4.0 Hydrating Sleep Mask - Dry Eye Treatment,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/eyeseals-cir-clear-a-2-725774.png?v=1696548803,oz,,,active,10,
eyeseals-4-0-hydrating-sleep-mask,,,,,,,,,Pink,,,,,,,,1970-021,170.09713875,shopify,continue,manual,58.95,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/eyeseals-cir-clear-a-2-725774.png?v=1696548803,3,Eyeseals 4.0 Hydrating Sleep Mask - Dry Eye Treatment,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/eyeseal-nighttime-pink-cir-a-2-440826.png?v=1696548803,oz,,,active,10,
eyeseals-4-0-hydrating-sleep-mask,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/eyeseal-nighttime-pink-cir-a-2-440826.png?v=1696548803,4,Eyeseals 4.0 Hydrating Sleep Mask - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
i-med-pharma-dry-eye-essentials-kit,I-Med Pharma Dry Eye Essentials Kit,"<p><span style=""color: #6f5091;""><strong>I-Med Pharma Dry Eye Essentials Kit contains:</strong></span><br>1 - I-Relief™<br>1 - I-Lid ’N Lash® HOCL<br>1 - I-VU® Omega-3 Plus<br>1 - I-Lid ’N Lash® Wipes</p>
<div style=""display: flex; padding: 1.5em 5em 1.5em 1.5em; align-items: center; justify-content: center; background: #f7f7f7;"">
<div style=""width: 100%;"">
<p><strong style=""color: #6f5091;"">I-Relief™ </strong></p>
<hr style=""border-color: #6f5091;"">
<p style=""color: #6f5091;"">Hot &amp; Cold Therapy Eye Mask</p>
Can help patients manage their dry eye condition from the mildest of symptoms to more serious conditions. Featuring unique temperature-retaining and naturally-hydrating ThermaBeads™, this eye mask for dry eyes allows for long-lasting hot or cold therapy.</div>
</div>
<div style=""display: flex; padding: 1.5em 5em 1.5em 1.5em; align-items: center; justify-content: center;"">
<div style=""width: 100%;"">
<p><strong style=""color: #6f5091;"">I-Lid ’N Lash® HOCL</strong></p>
<hr style=""border-color: #6f5091;"">
<p style=""color: #6f5091;"">Cleansing Spray</p>
Used daily, and in combination with I-LID ’N LASH® wipes or pump, I-LID ’N LASH® HOCL CLEANSING SPRAY cleans and hydrates the eyes to maintain optimal lid and lash health. Spray and Go! No need to rinse off!</div>
</div>
<div style=""display: flex; padding: 1.5em 5em 1.5em 1.5em; align-items: center; justify-content: center; background: #f7f7f7;"">
<div style=""width: 100%;"">
<p><strong style=""color: #6f5091;"">I-VU® Omega-3 Plus</strong></p>
<hr style=""border-color: #6f5091;"">
<p style=""color: #6f5091;"">Supplement</p>
A highly purified and concentrated Omega-3 supplement that addresses a patient’s dry eye symptoms systematically as opposed to topically. This supplement for dry eyes is formulated to not only provide dry eye relief and improve symptoms, but to support proper tear function in adults as well.</div>
</div>
<div style=""display: flex; padding: 1.5em 5em 1.5em 1.5em; align-items: center; justify-content: center;"">
<div style=""width: 100%;"">
<div class=""vc_row wpb_row vc_row-fluid"">
<div class=""wpb_column vc_column_container vc_col-sm-12"">
<div class=""vc_column-inner "">
<div class=""wpb_wrapper"">
<div class=""wpb_text_column wpb_content_element "">
<div class=""wpb_wrapper"">
<p><strong>I-LID ‘N LASH<sup>®</sup> Wipes (60ct)</strong></p>
<ul>
<li>Convenient, easy to use pre-soaked wipes (60 per jar / can be used for up to six months after opening)</li>
</ul>
<p><strong>A Convenient, One-Step Lid and Lash Hygiene Product to Cleanse and Hydrate</strong></p>
<p>Reduces bioburden and removes ocular debris while enhancing the effectiveness of artificial tears. Used daily, I-LID ’N LASH® is effective in maintaining lid and lash health for patients with dry eyes or sensitive skin.</p>
</div>
</div>
</div>
</div>
</div>
</div>
<div class=""vc_row wpb_row vc_row-fluid"">
<div class=""wpb_column vc_column_container vc_col-sm-4"">
<div class=""vc_column-inner "">
<div class=""wpb_wrapper"">
<div class=""wpb_single_image wpb_content_element vc_align_"">
<figure class=""wpb_wrapper vc_figure"">
<div class=""vc_single_image-wrapper   vc_box_border_grey""> </div>
</figure>
</div>
</div>
</div>
</div>
<div class=""wpb_column vc_column_container vc_col-sm-8"">
<div class=""vc_column-inner "">
<div class=""wpb_wrapper"">
<div class=""wpb_text_column wpb_content_element "">
<div class=""wpb_wrapper"">
<ul>
<li>Effective water-based cleanser</li>
<li>Hydrating ingredients with added glycerin for superior moisturizing</li>
<li>Helps to soothe the delicate skin around the eyes</li>
<li>Contains hyaluronic acid</li>
<li>Does not sting, burn, or irritate sensitive eyes</li>
<li>Paraben-free</li>
</ul>
<ul>
<li> </li>
</ul>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",Eyecare Center - Keratoconus,,Kits,"all products, I-Med, kits, Kopy, vitamins, volume_discounts, wholesale",false,Title,Default Title,,,,,,,,DER2342,0.0,shopify,continue,manual,99.95,149.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/der-i-med-pharama-essentials-kit-v2-cir-a-540692.png?v=1696548785,1,I-Med Pharma Dry Eye Essentials Kit - Dry Eye Treatment,false,I-Med Pharma Dry Eye Essentials Kit | Doctor Recommended,Buy I-Med Pharma Dry Eye Essentials Kit online. Doctor recommended dry eye relief.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/der-i-med-pharama-essentials-kit-v2-cir-a-540692.png?v=1696548785,kg,,,active,10,
i-med-pharma-dry-eye-essentials-kit,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/der-i-med-pharama-essentials-kit-v2-cir-b-186323.png?v=1696548785,2,I-Med Pharma Dry Eye Essentials Kit - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
i-med-pharma-dry-eye-essentials-kit,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/i-relief-eye-mask-cir-b-428091.png?v=1696548785,3,I-Med Pharma Dry Eye Essentials Kit - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
i-med-pharma-dry-eye-essentials-kit,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/i-lid-n-lash-hocl-cir-b-106666.png?v=1696548785,4,I-Med Pharma Dry Eye Essentials Kit - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
i-med-pharma-dry-eye-essentials-kit,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/i-vu-cir-b-210364.png?v=1696548785,5,I-Med Pharma Dry Eye Essentials Kit - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
i-med-pharma-dry-eye-essentials-kit,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/i-lid-lash-cir-a.png?v=1696548785,6,I-Med Pharma Dry Eye Essentials Kit - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
nulids-replacement-tips-30-60-180-360,NuLids Replacement Tips (30/60/180/360),"<p>Replacement Tips for your Nulids Device.</p>
<p>Recommended to replace your Nulids tips daily after every use.</p>
<p>Buy More, Save More!</p>
<p>4 Packages Available.</p>
<div class=""shogun-root"" data-shogun-id=""5e6ff8a977fe5600585675f7"" data-shogun-site-id=""1aabc4e5-a543-495f-b4b4-0d753a390d8e"" data-shogun-page-id=""5e6ff8a977fe5600585675f7"" data-shogun-page-version-id=""5e737c896d4181005019f75c"" data-shogun-platform-type=""shopify"" data-shogun-variant-id=""5e737c896d4181005019f7b7"" data-region=""main"">
<div id=""s-7758d90a-e7c3-4aaa-b34e-22f0caedbf94"" class=""shg-c"">
<div class=""shg-rich-text shg-theme-text-content"">
<div class=""col-xs-12 space-bottom"" data-type=""column"">
<h3 class=""color1""><span></span></h3>
</div>
<div class=""col-xs-12"" data-type=""row"" data-max-items=""4"">
<div class=""row space-bottom"">
<div class=""col-xs-12 col-md"" data-type=""column""></div>
</div>
</div>
</div>
</div>
</div>",Eyecare Center - Keratoconus,,Eyelid Products,"all products, Eyelid Products, Kopy, NuLids, Nusight Medical, Quickshop, Retail Product, volume_discounts, Wholesale Inventory",false,Size,30-Pack,,,,,,,,DER226,0.0,shopify,continue,manual,39.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/prod-nulids-tips-cir-a-2_f4f43eed-91ba-4c95-ba73-a1aa9c498564-460273.png?v=1696548784,1,NuLids Replacement Tips (30/60/180/360) - Dry Eye Treatment,false,NuLids Replacement Tips (30/60/180/360) | Doctor Recommended,Buy NuLids Replacement Tips (30/60/180/360) online. Doctor recommended dry eye relief.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/nulids-tips-cir-a-2-361483.png?v=1696548784,kg,,,active,10,
nulids-replacement-tips-30-60-180-360,,,,,,,,,60-Pack,,,,,,,,DER227,0.0,shopify,continue,manual,65.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/prod-nulids-tips-cir-c-743186.png?v=1696548784,2,NuLids Replacement Tips (30/60/180/360) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/nulids-tips-cir-a-2-361483.png?v=1696548784,kg,,,active,10,
nulids-replacement-tips-30-60-180-360,,,,,,,,,180-Pack,,,,,,,,DER228,0.0,shopify,continue,manual,169.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/prod-nulids-tips-cir-d-532798.png?v=1696548784,3,NuLids Replacement Tips (30/60/180/360) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/nulids-tips-cir-a-2-361483.png?v=1696548784,kg,,,active,10,
nulids-replacement-tips-30-60-180-360,,,,,,,,,360-Pack,,,,,,,,DER229,0.0,shopify,continue,manual,295.00,299.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/prod-nulids-tips-cir-b-634594.png?v=1696548784,4,NuLids Replacement Tips (30/60/180/360) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/nulids-tips-cir-a-2-361483.png?v=1696548784,kg,,,active,10,
nulids-replacement-tips-30-60-180-360,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/nulids-tips-cir-a-2-361483.png?v=1696548784,5,NuLids Replacement Tips (30/60/180/360) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
hydroeye-dry-eye-formula-softgels-2-pack-120ct-x-2-two-bottles,HydroEye Dry Eye Formula Softgels 2-Pack (120ct x 2 - Two Bottles),"<p><span style=""color: #6f5091;""><b>HydroEye 120ct Softgels (2 Bottles of 120ct each) 2 Month Supply</b></span></p>
<p><span style=""color: #6f5091;""><b>What it is: </b></span><span style=""font-weight: 400;"">HydroEye is a patented nutritional formulation that works from the inside out to provide continuous support for dry eyes. HydroEye, the focus of clinical research, delivers a proprietary blend of omega fatty acids (GLA, EPA and DHA), antioxidants and other key nutrients that work together to support a healthy tear film and soothe the ocular surface.</span></p>
<p><span style=""color: #6f5091;""><b>Benefits:</b></span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Replaces or reduces the need for artificial tears for most users.</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Features a proprietary blend of omega fatty acids and nutrient cofactors that help reduce irritation, and support all three layers of the tear film. </span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Doctor-recommended dry eye supplement that provides continuous support for dry eye discomfort due to: age, tear deficiency, contact lens wear, computer use, frequent flying, LASIK surgery, and other causes.</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Offers uninterrupted relief with continued use; results typically experienced within 30-60 days.</span></li>
</ul>
<p><span style=""color: #6f5091;""><b>Instructions:</b></span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Take a total of four capsules daily, with meals (two capsules taken orally, twice daily).</span></li>
</ul>
<meta charset=""utf-8"">
<p><span style=""color: #6f5091;""><strong>Ingredients: </strong></span></p>
<ul>
<li>
<div class=""page"" title=""Page 1"">
<div class=""section"">
<div class=""layoutArea"">
<div class=""column"">
<p><span>Omega Fatty Acids: GLA (235 mg), EPA (100 mg) and </span><span>DHA (70 mg) from USP-Verified Fish Oil</span></p>
</div>
</div>
</div>
</div>
</li>
</ul>",SCIENCEBASED HEALTH,,Vitamins,"custom dry eye kits, DryEye, Hydroeye, Kopy, Omega Vitamin, Omega Vitamins, Quickshop, Retail Product, Science Based Health, Vitamins, volume_discounts, Wholesale Inventory",true,Title,Default Title,,,,,,,,1977-008,340.1942775,shopify,continue,manual,86.95,94.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/hydroeye-product-shot-2-pack-plain-563566.png?v=1696548782,1,HydroEye Dry Eye Formula Softgels 2-Pack (120ct x 2 - Two Bottles) - Dry Eye Treatment,false,HydroEye Dry Eye Formula Softgels 2-Pack (120ct x 2 - Two,Buy HydroEye Dry Eye Formula Softgels 2-Pack (120ct x 2 - Two Bottles) online. Doctor recommended dry eye relief.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/hydroeye-product-shot-2-pack-plain-563566.png?v=1696548782,oz,,,active,10,
hydroeye-dry-eye-formula-softgels-2-pack-120ct-x-2-two-bottles,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/hydroeye-2pack-cir-c.png?v=1696548782,2,HydroEye Dry Eye Formula Softgels 2-Pack (120ct x 2 - Two Bottles) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
ocular-essentials-whole-body-formula-30-day-supply,Ocular Essentials Whole Body Formula (30 Day Supply),"<p><span style=""color: #6f5091;""><b>OcularEssentials Whole Body Formula, 30 Day Supply 60 Capsules</b></span></p>
<p><span style=""color: #6f5091;""><b>What it is: </b></span><span style=""font-weight: 400;"">OcularEssentials is a complete multinutrient that protects visual and whole body health. OcularEssentials delivers abundant levels of over 30 key nutrients, including natural plant compounds, that help to fight free radicals and promote overall well-being.</span></p>
<p><span style=""color: #6f5091;""><b>Benefits:</b></span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Complete multinutrient protects visual and whole body health with meaningful levels of over 30 key nutrients.</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Offers a diverse array of antioxidants, such as 6 mg of FloraGLOÂ® lutein, zeaxanthin, lycopene, trans-resveratrol, vitamins C and E and taurine.</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Made from premium ingredients and manufactured according to the highest quality standards.</span></li>
</ul>
<p><span style=""color: #6f5091;""><b>Instructions:</b></span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Take a total of two capsules daily, with meals (one capsule taken orally, twice daily).</span></li>
</ul>
<p><span style=""color: #6f5091;""><b>Note:</b></span><span style=""font-weight: 400;""> pregnant or lactating women or individuals with medical conditions should consult a physician before using.</span></p>
<div class=""clear""><br></div>
<div class=""related_prod""></div>",Eyecare Center - Keratoconus,,Vitamins,"custom dry eye kits, Kopy, Quickshop, Retail Product, Science Based Health, Vitamins, volume_discounts, Wholesale Inventory",false,Title,Default Title,,,,,,,,DER184,0.0,shopify,continue,manual,29.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/ocular-essentials-product-cir-a-2-566029.png?v=1696548780,1,Ocular Essentials Whole Body Formula (30 Day Supply) - Dry Eye Treatment,false,Ocular Essentials Whole Body Formula (30 Day Supply),Buy Ocular Essentials Whole Body Formula (30 Day Supply) online. Doctor recommended dry eye relief.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/ocular-essentials-product-cir-a-2-566029.png?v=1696548780,kg,,,active,10,
ocular-essentials-whole-body-formula-30-day-supply,,,,,,,,,,,,,,,,,,,shopify,continue,manual,,,,,,,,,,https://cdn.shopify.com/s/files/1/0276/9167/9833/products/ocular-essentials-product-cir-a-580920.png?v=1696548780,2,Ocular Essentials Whole Body Formula (30 Day Supply) - Dry Eye Treatment,,,,,,,,,,,,,,,,,,,,,,active,10,
